,Aruba,Afghanistan,Angola,Albania,United Arab Emirates,Argentina,Armenia,Antigua and Barbuda,Australia,Austria,Azerbaijan,Burundi,Belgium,Benin,Burkina Faso,Bangladesh,Bulgaria,Bahrain,"Bahamas, The",Bosnia and Herzegovina,Belarus,Belize,Bermuda,Bolivia,Brazil,Barbados,Brunei Darussalam,Bhutan,Botswana,Central African Republic,Canada,Switzerland,Channel Islands,Chile,China,Cote d'Ivoire,Cameroon,"Congo, Dem. Rep.","Congo, Rep.",Colombia,Comoros,Cabo Verde,Costa Rica,Cuba,Curacao,Cyprus,Czechia,Germany,Djibouti,Dominica,Denmark,Dominican Republic,Algeria,Ecuador,"Egypt, Arab Rep.",Eritrea,Spain,Estonia,Ethiopia,Finland,Fiji,France,Faroe Islands,"Micronesia, Fed. Sts.",Gabon,United Kingdom,Georgia,Ghana,Gibraltar,Guinea,"Gambia, The",Guinea-Bissau,Equatorial Guinea,Greece,Grenada,Greenland,Guatemala,Guam,Guyana,"Hong Kong SAR, China",Honduras,Croatia,Haiti,Hungary,Indonesia,Isle of Man,India,Ireland,"Iran, Islamic Rep.",Iraq,Iceland,Israel,Italy,Jamaica,Jordan,Japan,Kazakhstan,Kenya,Kyrgyz Republic,Cambodia,Kiribati,St. Kitts and Nevis,"Korea, Rep.",Kuwait,Lao PDR,Lebanon,Liberia,Libya,St. Lucia,Liechtenstein,Sri Lanka,Lesotho,Lithuania,Luxembourg,Latvia,"Macao SAR, China",St. Martin (French part),Morocco,Moldova,Madagascar,Maldives,Mexico,Marshall Islands,North Macedonia,Mali,Malta,Myanmar,Montenegro,Mongolia,Mozambique,Mauritania,Mauritius,Malawi,Malaysia,Namibia,New Caledonia,Niger,Nigeria,Nicaragua,Netherlands,Norway,Nepal,Nauru,New Zealand,Oman,Pakistan,Panama,Peru,Philippines,Papua New Guinea,Poland,Puerto Rico,"Korea, Dem. People's Rep.",Portugal,Paraguay,West Bank and Gaza,French Polynesia,Qatar,Romania,Russian Federation,Rwanda,Saudi Arabia,Sudan,Senegal,Singapore,Solomon Islands,Sierra Leone,El Salvador,Somalia,Serbia,South Sudan,Sao Tome and Principe,Suriname,Slovak Republic,Slovenia,Sweden,Eswatini,Sint Maarten (Dutch part),Seychelles,Syrian Arab Republic,Turks and Caicos Islands,Chad,Togo,Thailand,Tajikistan,Turkmenistan,Timor-Leste,Tonga,Trinidad and Tobago,Tunisia,Turkiye,Tuvalu,Tanzania,Uganda,Ukraine,Uruguay,United States,Uzbekistan,St. Vincent and the Grenadines,"Venezuela, RB",British Virgin Islands,Virgin Islands (U.S.),Vietnam,Vanuatu,Samoa,Kosovo,"Yemen, Rep.",South Africa,Zambia,Zimbabwe
32,73.179,47.596,42.209,73.715,72.306,72.43,68.627,73.417,77.3780487804878,75.8170731707317,61.296,43.895,76.3512195121951,54.089,49.437,57.635,71.4943902439024,72.953,70.668,51.785,70.0219512195122,69.979,73.8,57.629,66.708,72.915,72.081,57.423,58.348,48.793,77.8380487804878,77.8060975609756,78.125,74.135,68.734,52.138,54.481,49.244,54.663,69.038,56.733,65.318,76.627,74.162,72.4180731707317,74.177,72.2717073170732,75.819512195122,54.452,70.282,75.1941463414634,68.084,67.757,70.117,65.031,52.465,77.41,68.8634146341464,46.901,75.4553658536585,65.827,77.1,76.6146341463415,67.832,60.545,76.4341463414634,67.783,56.231,75.559,48.363,52.941,47.92,51.113,77.3829268292683,71.291,65.1960975609756,62.913,72.718,62.787,77.6780487804878,65.991,71.2414634146342,53.842,69.1170731707317,64.126,73.078,59.452,75.4150975609756,66.776,66.708,78.760243902439,76.5048780487805,77.419512195122,72.189,70.316,79.080243902439,67.4,57.259,68.1024390243903,56.021,61.893,66.972,72.4975609756098,75.691,54.952,71.192,42.738,70.232,70.799,76.83522367735992,72.53,58.555,70.2343902439025,75.7707317073171,68.3960975609756,78.28,75.327,63.401,66.96,53.039,65.007,70.616,62.383,71.2440731707317,47.496,75.2771219512195,57.251,74.3653658536585,59.641,44.949,60.261,70.0585365853659,43.413,71.526,61.545,71.6146341463415,42.947,45.668,64.266,77.2170731707317,77.1843902439025,56.71,61.223,76.1243902439025,70.656,60.116,71.462,66.149,67.088,60.218,71.090243902439,73.939,70.824,74.3121951219512,68.395,68.592,74.419,74.122,69.7843902439024,66.8731707317073,44.319,69.925,45.891,57.112,75.9463414634146,65.767,43.621,64.657,27.312,70.8009268292683,22.724,61.284,64.65,71.7951219512195,73.3048780487805,77.9987804878049,61.735,72.509,71.2146341463415,70.263,69.64,46.102,54.299,70.885,55.074,63.875,46.276,67.686,68.391,70.701,68.486,60.491,50.989,46.368,68.7709756097561,73.441,75.6170731707317,65.109,72.624,71.806,73.324,71.652243902439,69.958,67.353,68.385,71.487,59.428,63.341,46.512,56.435
33,73.225,51.466,42.101,73.939,72.521,72.565,68.841,73.482,77.8780487804878,76.0682926829268,61.286,37.105,76.3453658536585,54.537,49.209,57.927,71.3468292682927,73.375,70.656,51.519,68.9707317073171,69.988,74.487,58.418,67.109,73.19,72.312,58.117,57.719,48.353,77.7048780487805,78.0853658536586,76.547,74.195,69.216,51.925,54.062,49.551,54.146,69.342,57.276,65.312,76.703,74.261,72.4980731707317,74.65,72.7678048780488,75.8707317073171,55.774,70.937,75.1168292682927,68.472,67.719,70.345,65.468,53.234,77.5465853658537,67.909756097561,47.394,75.7051219512195,65.928,77.3,76.9146341463415,68.059,60.718,76.3853658536585,67.656,56.416,78.52,48.962,53.748,48.228,51.308,77.390243902439,71.576,65.5853658536585,63.349,72.952,63.152,78.0317073170732,66.251,71.5224390243903,54.35,69.1012195121951,64.598,72.31,59.815,75.2921951219512,67.139,66.897,78.9346341463415,77.1536585365854,77.7219512195122,71.921,70.518,79.3036585365854,65.4,56.617,67.1926829268293,56.08,62.321,67.58,72.9975609756098,75.794,55.435,71.382,42.166,70.42,71.114,77.09099883855981,73.052,57.991,68.9104878048781,75.7121951219512,66.7226829268293,78.63,75.483,63.872,66.543,53.906,65.739,70.942,62.476,71.9252926829268,47.733,76.5993414634146,57.631,74.6332926829268,60.038,45.354,60.379,70.1073170731707,43.388,71.826,60.86,71.6560975609756,43.817,45.788,64.685,76.9165853658537,77.1517073170732,57.619,61.338,76.4341463414634,71.165,59.934,71.8,66.681,67.542,60.506,71.5951219512195,74.029,71.871,74.5121951219512,68.633,68.853,74.804,74.243,69.5634146341464,64.9358536585366,42.166,70.303,46.575,56.996,76.0463414634146,65.958,43.594,65.235,50.648,70.9655609756098,22.704,61.138,64.98,72.4487804878049,73.2536585365854,78.0604878048781,60.233,72.293,69.4682926829268,70.193,69.625,46.318,54.195,71.068,52.867,63.804,47.254,67.855,68.811,71.235,68.911,62.654,50.87,46.237,68.1307317073171,73.579,75.419512195122,64.829,72.458,71.925,73.996,71.8177073170732,70.621,67.528,68.701,71.817,59.859,63.045,46.209,54.426
34,73.272,51.495,43.422,74.131,72.598,73.172,69.073,73.591,77.8780487804878,76.419512195122,61.594,44.08,76.6917073170732,54.91,49.307,58.617,71.2087804878049,73.517,70.851,67.209,68.7682926829268,70.316,73.608,58.989,67.568,73.211,72.553,58.635,56.154,47.853,77.8717073170732,78.35,78.005,74.614,69.52,51.737,53.528,49.884,53.738,69.613,57.694,65.25,76.67,74.411,72.5900731707317,74.72,72.9726829268293,76.2707317073171,55.505,71.076,75.3751219512195,68.792,67.361,70.757,65.816,54.1,77.9014634146342,66.5,47.861,76.3956097560976,66.125,77.6487804878049,77.1658536585366,68.095,60.701,76.8853658536585,68.554,56.112,79.164,49.171,54.721,48.156,51.415,77.6390243902439,71.786,65.9009756097561,63.726,73.058,63.372,78.5292682926829,66.574,71.8034146341463,54.653,69.469756097561,64.856,73.339,60.216,75.7871219512195,67.468,66.744,79.2470731707317,77.4024390243903,77.9219512195122,71.739,70.699,79.6968292682927,64.9,56.273,66.0390243902439,56.035,62.697,67.294,73.3975609756098,75.763,55.749,71.681,41.796,70.706,70.992,78.4219512195122,72.882,58.018,68.530243902439,76.3707317073171,65.6643902439025,78.993,75.654,64.346,65.07,54.436,66.511,71.279,62.558,71.6926829268293,47.742,76.4998536585366,57.956,73.2455365853659,60.405,45.606,60.336,70.1585365853659,43.561,72.163,59.846,70.6731707317073,44.714,45.513,65.181,77.3751219512195,77.689756097561,58.553,61.463,76.8829268292683,71.385,60.116,72.096,67.227,67.942,60.756,71.6951219512195,74.083,70.718,74.9146341463415,68.824,69.413,75.311,74.348,69.509756097561,64.4670731707317,14.098,70.705,56.644,56.955,76.1975609756098,66.188,42.925,65.838,50.327,71.2506585365854,44.384,61.069,65.272,72.3,73.4048780487805,78.650243902439,58.268,72.338,70.7292682926829,70.141,68.447,46.449,54.037,71.227,57.48,63.756,48.252,68.014,68.511,71.615,69.295,62.924,50.797,46.353,67.5412195121951,73.728,75.619512195122,64.685,71.922,71.853,73.63,71.9951219512195,70.759,67.739,68.98,72.125,59.714,62.612,45.854,52.588
35,73.349,52.544,45.849,74.362,72.695,73.133,69.311,73.636,77.8292682926829,76.6682926829268,62.305,44.059,76.8407317073171,55.295,49.446,59.467,71.0534146341463,73.799,70.763,70.284,68.4609756097561,69.887,76.137,59.534,67.919,73.298,72.816,59.516,55.059,47.35,77.9773170731707,78.4170731707317,77.749,74.609,70.008,51.61,53.222,50.411,53.644,69.933,58.015,64.093,76.552,74.623,72.6013414634146,75.133,73.0748780487805,76.4219512195122,56.302,71.52,75.2126829268293,68.988,67.454,71.041,66.312,54.914,77.9807317073171,67.5439024390244,48.302,76.409512195122,66.286,77.7512195121951,77.3658536585366,68.553,60.704,76.8365853658537,68.851,56.565,76.556,49.866,55.464,48.952,51.592,77.5853658536585,72.109,65.6441463414634,64.195,73.29,63.136,78.6829268292683,67.139,72.0843902439024,55.547,69.7917073170732,65.237,73.264,60.596,75.4698048780488,67.785,66.464,77.9843902439024,77.4512195121951,78.1707317073171,71.549,70.87,79.5360975609756,63.5,55.617,65.790243902439,56.308,63.014,67.152,73.7,75.537,56.385,72.043,43.917,71.09,71.002,77.390243902439,72.26,56.723,69.0063414634147,76.5121951219512,66.3912195121951,79.349,75.821,64.736,65.099,54.961,67.476,71.646,62.774,71.8487804878049,47.816,77.290243902439,58.259,74.109,60.612,46.04,60.259,70.3258536585366,43.641,72.384,58.634,72.009756097561,45.774,45.487,65.608,77.4046341463415,77.7365853658537,59.318,61.321,76.7341463414634,71.99,59.878,72.385,67.644,68.223,61.049,71.8926829268293,74.364,60.894,75.3121951219512,69.009,69.662,76.008,74.25,69.4560975609756,64.6907317073171,39.969,71.011,51.991,56.839,76.2951219512195,66.381,42.716,66.33,50.6,71.6894878048781,30.948,61.056,65.337,72.2536585365854,73.9585365853659,78.7404878048781,56.148,72.406,72.4829268292683,70.416,68.308,46.711,54.037,70.948,59.338,63.684,48.024,68.17,69.17,71.988,69.609,63.098,50.786,46.567,66.7419512195122,73.896,75.6219512195122,64.646,72.097,72.143,74.24,72.0099756097561,71.384,67.885,69.298,72.441,60.453,62.262,45.553,50.531
36,73.448,53.243,46.033,74.592,72.767,73.307,69.783,73.829,78.0780487804878,76.8707317073171,62.622,44.373,77.1873170731707,55.558,49.614,59.492,70.8973170731707,74.355,70.71,73.43,68.5121951219512,69.806,78.225,60.084,68.409,73.546,73.1,60.212,54.357,46.831,78.220243902439,78.8960975609756,77.962,74.899,70.266,51.52,52.82,49.307,53.491,70.189,58.344,65.763,76.804,74.903,72.6928292682927,75.522,73.7146341463415,76.6731707317073,56.186,71.194,75.5914634146342,69.097,68.749,71.362,66.742,55.756,78.1204878048781,69.6121951219512,48.924,76.6934146341464,66.408,77.9536585365854,77.5682926829268,68.776,60.612,77.0878048780488,68.974,56.82,77.65,50.544,56.009,49.065,51.727,77.6853658536585,72.331,65.7673170731707,64.863,73.092,63.205,79.6268292682927,67.439,72.3653658536585,56.154,70.3287804878049,65.355,73.756,60.984,75.8317073170732,68.07,66.391,78.7778048780488,78.1048780487805,78.5219512195122,71.488,71.064,80.219756097561,63.6,55.161,66.5439024390244,56.346,63.291,67.313,74.1512195121951,75.618,56.891,72.293,44.419,71.284,70.904,76.8365853658537,72.261,55.232,70.1080487804878,76.519512195122,68.7765853658537,79.971,75.98,65.238,64.241,55.522,68.702,72.037,63.034,72.4951219512195,47.792,77.3414634146342,58.941,73.4630243902439,60.305,46.636,60.063,70.3229268292683,43.441,72.327,56.918,71.9975609756098,46.676,45.567,66.052,77.4356097560976,78.1504878048781,59.981,60.504,76.7878048780488,72.191,60.398,72.675,68.147,68.614,61.105,72.2463414634146,74.585,60.956,75.2609756097561,69.202,70.055,76.833,74.685,69.1048780487805,65.8541463414634,40.698,71.273,52.276,56.672,76.5951219512195,66.59,43.68,67.076,50.447,71.485243902439,31.297,61.097,65.668,72.6536585365854,74.4585365853658,78.9590243902439,53.873,72.858,71.5609756097561,70.347,71.287,47.013,54.098,71.653,59.129,63.596,48.816,68.323,69.009,72.38,70.141,63.21,50.744,46.67,67.0224390243903,74.088,76.0268292682927,64.712,71.266,72.111,74.622,72.3873170731707,71.51,68.63,69.588,72.76,60.568,61.459,45.233,48.955
37,73.452,53.634,46.306,73.904,72.937,73.09,69.91,73.96,78.4804878048781,77.319512195122,62.973,45.387,77.3707317073171,55.978,49.4,61.427,70.3512195121951,74.535,71.054,73.686,68.4609756097561,69.212,77.995,60.752,68.813,73.547,73.364,60.852,53.448,46.319,78.4124390243903,79.079512195122,78.211,75.596,70.672,51.449,52.737,50.402,47.19,70.492,58.39,66.378,77.07,75.222,72.7533658536586,75.841,73.8248780487805,77.0731707317073,55.967,71.634,75.9451219512195,69.166,69.171,71.681,67.197,56.312,78.6041463414634,69.809756097561,49.514,76.8785365853659,66.448,78.3048780487805,77.8219512195122,69.229,60.662,77.2109756097561,69.059,57.199,80.343,51.356,56.06,47.997,52.061,78.1365853658537,72.568,65.7980487804878,65.536,73.349,63.356,80.1268292682927,67.777,72.4951219512195,56.516,70.7024390243902,65.733,73.691,61.388,75.9853658536585,68.359,65.837,78.8853658536585,78.0,78.8243902439024,71.207,71.272,80.4241463414634,64.0,54.816,66.8926829268293,56.743,63.575,67.853,74.6024390243903,75.879,57.292,72.778,47.847,71.129,70.775,76.0463414634146,72.136,53.594,70.9090243902439,76.880487804878,69.3492682926829,80.162,76.154,65.629,65.172,56.223,69.225,72.445,63.225,72.4463414634146,48.531,77.7390243902439,59.243,73.4790731707317,60.815,47.408,60.452,70.4048780487805,43.131,72.284,55.558,71.7390243902439,47.505,45.792,66.515,77.7943902439024,78.1426829268293,60.771,59.644,77.3341463414634,72.415,60.603,72.97,68.605,68.884,61.377,72.6463414634146,74.92,60.974,75.4121951219512,69.325,70.396,77.7,74.787,69.0048780487805,66.6987804878049,40.64,71.483,52.833,56.591,76.8975609756097,66.742,43.715,67.895,50.195,71.5843658536585,32.242,61.181,65.697,72.7048780487805,74.7073170731707,79.1975609756098,52.044,73.76,71.2121951219512,70.283,72.365,47.217,54.192,72.501,60.348,63.646,49.517,68.49,68.719,72.863,70.57,63.356,50.624,46.977,67.5763414634146,74.298,76.4292682926829,64.764,70.922,72.703,74.403,72.2032926829268,71.802,68.708,69.875,73.066,61.119,60.805,44.945,47.993
38,73.491,52.943,45.057,74.99,73.066,73.474,70.514,74.041,78.6317073170732,77.6707317073171,63.561,46.552,77.4731707317073,56.218,49.991,63.917,71.0609756097561,74.641,71.456,73.901,68.4073170731707,68.599,79.949,61.332,69.189,73.728,73.619,61.549,52.523,46.025,78.6236585365854,79.3243902439025,78.898,75.669,71.172,51.108,52.582,49.696,50.894,70.738,58.407,66.993,76.896,75.564,72.8583170731707,76.182,74.5146341463415,77.4756097560976,56.176,71.472,76.1390243902439,69.096,69.451,72.045,67.471,49.158,78.6658536585366,69.3585365853659,49.927,77.0907317073171,66.68,78.6048780487805,78.0268292682927,69.465,60.79,77.190243902439,69.102,57.6,80.663,52.049,56.554,47.716,52.382,77.8390243902439,72.805,66.1570731707317,66.114,73.632,63.9,80.1317073170732,62.721,72.3170731707317,57.135,70.5578048780488,65.962,74.603,61.792,76.1804878048781,68.73,65.486,79.6024390243903,78.1487804878049,78.9756097560976,70.99,71.474,80.5014634146342,64.5,54.526,67.0512195121951,57.028,63.854,67.69,75.0048780487805,76.157,57.665,72.944,48.901,71.079,70.69,77.7463414634146,72.081,51.783,71.219512195122,77.0170731707317,69.0121951219512,80.352,76.326,66.018,65.505,56.917,69.572,72.845,63.364,72.2975609756098,49.164,77.5878048780488,59.794,73.3142195121951,61.765,48.024,60.609,70.6073170731707,42.848,72.168,54.101,74.3756097560976,48.191,46.036,65.209,77.8829268292683,78.3292682926829,61.549,59.224,78.0853658536585,72.97,61.09,73.279,69.082,69.1,60.629,72.9975609756098,75.194,60.906,75.7121951219512,69.478,70.632,78.386,74.809,69.8073170731708,67.029756097561,41.681,71.879,48.81,56.418,77.3,66.92,42.789,68.478,50.66,71.1872926829268,18.385,61.187,65.594,72.5512195121951,74.8073170731708,79.3390243902439,50.333,73.48,71.7463414634146,70.196,73.964,47.224,54.199,72.862,61.519,64.106,49.123,68.642,69.16,73.169,71.039,63.418,50.914,47.175,68.3748780487805,74.527,76.5804878048781,65.035,71.097,72.668,74.906,72.3258292682927,72.107,68.763,70.171,71.306,61.375,60.001,44.701,46.819
39,73.561,54.846,45.386,75.183,73.67,73.722,70.257,74.347,78.9317073170732,77.8756097560976,64.189,47.528,77.619512195122,56.526,50.325,66.228,71.4121951219512,74.98,71.771,75.076,67.9073170731707,68.773,79.053,61.871,69.524,74.039,73.863,62.23,51.694,45.75,78.8390243902439,79.580487804878,78.935,76.018,71.419,50.957,52.695,49.945,52.757,70.926,58.781,67.569,77.138,75.893,72.9375609756098,76.295,74.6682926829268,77.7268292682927,56.427,70.631,76.3414634146341,69.279,70.032,72.463,67.737,43.397,78.7170731707317,70.0634146341463,49.425,77.2912195121951,66.763,78.7560975609756,78.2317073170732,69.706,60.849,77.390243902439,69.319,58.03,81.533,52.356,56.816,48.006,52.752,77.9878048780488,72.903,66.4887804878049,66.869,74.066,64.17,80.3829268292683,68.422,72.6419512195122,57.961,70.6770731707317,66.221,73.666,62.207,76.0829268292683,69.297,66.182,79.3512195121951,78.6585365853659,79.4243902439024,70.968,71.694,80.4609756097561,65.63,54.495,68.6560975609756,57.69,64.136,68.709,75.409756097561,76.416,57.873,73.49,49.953,71.058,70.709,79.109756097561,72.618,50.081,71.5707317073171,77.7707317073171,69.7429268292683,80.652,76.502,66.406,65.561,57.372,70.088,73.225,63.48,72.790243902439,49.797,77.5,59.881,72.640756097561,62.529,48.812,60.819,70.9609756097561,43.568,72.283,53.036,73.8756097560976,48.738,46.614,67.12,77.8365853658537,78.2829268292683,62.113,58.803,77.890243902439,73.184,61.679,73.622,69.743,69.298,61.672,73.0439024390244,75.536,60.798,75.9634146341463,69.634,70.855,79.18,74.8,70.5121951219512,65.9821951219512,44.616,72.136,57.015,56.609,77.5512195121951,67.069,42.071,69.379,50.525,69.7154390243902,43.223,61.393,65.443,72.9024390243902,75.009756097561,79.4414634146342,48.733,75.034,72.6682926829268,70.425,74.01,47.372,54.538,72.542,62.621,64.518,45.701,68.809,68.377,73.508,70.695,63.427,51.748,47.786,67.9809756097561,74.769,76.5829268292683,65.383,71.3,72.254,74.412,72.1968536585366,72.317,68.237,70.456,69.418,61.975,59.241,44.659,45.206
40,73.569,55.298,46.024,75.404,74.38,73.926,70.624,74.606,79.2341463414634,78.1268292682927,64.891,47.514,77.7219512195122,56.578,50.847,65.779,71.6634146341463,75.496,72.041,74.496,68.9121951219512,68.564,78.858,62.346,69.737,74.089,74.08,62.01,51.011,45.406,79.1668292682927,79.6804878048781,79.155,76.87,71.881,50.842,52.932,51.781,53.682,71.32,58.757,68.618,77.586,76.183,73.0339512195122,76.568,74.9682926829268,77.9268292682927,56.573,72.693,76.5926829268293,69.423,70.478,72.839,68.007,56.111,78.9658536585366,70.4170731707317,50.538,77.4658536585366,66.31,79.0560975609756,78.4365853658537,69.769,61.069,77.7414634146342,69.575,58.195,81.37,52.479,56.942,50.121,53.226,77.8878048780488,72.783,66.1007317073171,67.446,74.417,64.483,80.8780487804878,68.662,72.8078048780488,58.365,71.2463414634146,66.433,74.725,62.669,76.5365853658537,69.691,66.817,79.6536585365854,78.9536585365854,79.7780487804878,70.944,71.918,81.0760975609756,65.45,54.411,68.5585365853659,58.625,64.409,69.781,75.909756097561,76.722,58.378,73.931,51.356,70.68,70.768,76.8268292682927,70.355,48.427,72.0195121951219,77.8731707317073,70.3146341463415,80.959,76.663,66.787,66.417,57.938,70.876,73.569,63.275,72.9463414634147,50.539,78.3487804878049,60.155,73.8184878048781,62.882,49.491,61.028,71.6634146341463,44.518,72.775,51.99,75.1634146341463,49.322,47.193,67.234,77.9878048780488,78.6341463414634,62.614,58.732,78.6365853658537,73.466,62.102,74.001,70.424,69.413,61.72,73.7487804878049,75.977,60.763,76.3146341463415,69.75,70.388,79.536,74.828,71.1634146341463,65.4836585365854,47.129,72.467,58.319,56.943,77.9512195121951,67.225,45.05,69.865,50.66,71.5829268292683,46.028,61.655,65.508,73.0512195121951,75.4121951219512,79.6439024390244,47.256,74.514,72.7780487804878,70.764,73.575,47.443,54.742,72.316,63.26,65.026,58.568,68.978,69.102,73.69,71.861,63.499,52.362,48.342,67.6756097560976,75.025,76.6365853658537,65.724,71.377,72.478,73.966,76.619512195122,72.462,68.966,70.746,74.072,62.588,58.47,45.231,44.686
41,73.647,55.798,46.59,75.639,74.636,74.186,70.932,75.078,79.6341463414634,78.5756097560976,65.51,48.431,77.9731707317073,56.66,51.071,66.135,71.7682926829268,75.908,72.11,75.06,68.5073170731707,68.357,79.871,62.843,70.195,74.247,74.276,63.444,50.676,45.393,79.3980487804878,80.1804878048781,79.277,76.773,72.606,50.81,53.142,52.116,54.395,71.502,59.163,69.929,77.545,76.421,73.110756097561,76.989,75.1731707317073,78.3292682926829,56.903,71.713,76.7926829268293,69.642,70.823,73.24,68.308,58.298,79.3682926829268,70.2585365853659,51.043,77.9658536585366,66.34,79.1585365853659,78.6414634146341,70.479,61.27,77.9926829268293,69.606,58.107,81.087,52.662,57.043,50.445,53.636,78.3878048780488,73.118,66.7348780487805,67.946,75.41,64.788,81.4243902439025,69.006,74.5129268292683,58.489,72.2487804878049,66.758,75.51,63.091,77.1341463414634,69.955,67.034,80.690243902439,79.4073170731707,80.1268292682927,70.758,72.147,81.4163414634146,65.76,54.508,68.7073170731707,59.966,64.655,70.2,76.4121951219512,76.891,59.07,74.365,52.752,70.861,71.135,79.2756097560976,70.787,46.849,71.6585365853659,77.8243902439025,70.7609756097561,81.179,76.847,67.18,66.787,58.57,72.181,73.867,63.642,73.4365853658537,51.284,78.8439024390244,60.416,74.0694146341464,63.279,50.065,61.185,71.7658536585366,45.895,73.344,51.26,74.8317073170732,49.841,47.619,67.215,78.190243902439,78.7853658536585,63.336,58.278,78.6926829268293,73.808,62.421,74.414,71.041,69.614,61.773,74.2,76.456,60.745,76.8146341463415,69.9,69.887,79.685,75.263,71.1609756097561,65.3834146341463,49.021,72.974,58.562,57.564,78.2512195121951,67.364,45.661,69.598,50.74,72.2341463414634,46.881,62.032,65.482,73.4024390243903,75.7585365853659,79.7951219512195,45.975,74.522,73.2536585365854,71.644,74.131,47.85,54.86,72.613,64.057,65.156,59.362,69.127,69.646,73.816,72.231,63.543,53.161,49.006,67.8370731707317,75.285,76.8365853658537,66.087,71.938,71.201,73.846,77.6219512195122,72.647,69.037,71.019,74.394,63.222,57.261,46.019,41.957
42,73.726,56.454,47.386,75.89,74.901,74.408,71.018,75.536,79.9365853658537,78.6780487804878,66.239,49.891,78.0756097560976,56.606,51.272,66.612,71.8658536585366,76.088,72.232,74.612,68.0560975609756,68.752,80.631,63.306,70.41,74.366,74.426,64.078,50.632,45.409,79.5307317073171,80.3853658536585,78.906,77.445,72.985,50.886,53.415,52.333,55.088,71.939,59.056,70.705,77.983,76.612,73.2115365853659,77.487,75.2219512195122,78.2292682926829,57.215,72.34,76.8951219512195,69.923,71.23,73.613,68.564,58.811,79.5682926829268,70.9048780487805,51.517,78.119512195122,65.748,79.2609756097561,78.8439024390244,69.46,61.292,78.1439024390244,70.024,58.608,80.26,53.278,57.08,50.986,54.085,78.6414634146341,73.167,67.1529268292683,68.386,75.793,64.728,81.4268292682927,69.366,74.7173170731707,58.855,72.3487804878049,67.134,75.42,63.616,77.6341463414634,70.445,67.084,80.5024390243903,79.4512195121951,80.2292682926829,70.888,72.359,81.6907317073171,65.95,54.99,68.1560975609756,61.226,64.84,70.452,76.7658536585366,76.982,59.534,75.064,53.788,71.004,71.472,79.6365853658537,71.117,45.595,71.7609756097561,77.9658536585366,70.9609756097561,81.293,77.031,67.547,66.938,58.892,73.291,74.106,63.719,73.0390243902439,52.222,78.7390243902439,60.725,73.9064878048781,63.518,50.59,61.268,71.9658536585366,47.221,73.563,51.254,75.1024390243903,50.562,47.928,67.18,78.2926829268293,78.9878048780488,63.264,58.181,78.8463414634146,73.869,62.626,74.824,71.661,69.781,61.698,74.4975609756098,76.728,60.792,77.0658536585366,70.025,70.969,79.711,75.412,71.009756097561,65.1287804878049,51.032,73.337,58.976,58.231,78.5512195121951,67.515,46.359,70.232,50.731,72.2853658536585,47.492,62.6,65.531,73.6048780487805,76.0073170731707,79.8463414634146,44.486,74.858,71.0878048780488,71.939,75.54,47.946,55.311,72.93,64.846,65.385,60.148,69.335,70.488,74.059,72.579,63.58,53.863,49.648,68.2756097560976,75.54,76.9365853658537,66.604,72.168,72.662,73.891,77.5219512195122,72.801,69.196,71.276,74.676,63.906,55.666,46.979,44.565
43,73.752,57.344,49.617,76.142,76.222,74.08,71.436,75.478,80.2390243902439,78.6317073170732,66.756,50.857,78.1292682926829,56.738,51.793,66.824,72.0658536585366,76.337,72.402,75.782,68.5536585365854,68.909,79.345,63.635,70.72,74.472,74.561,64.696,50.947,45.76,79.7151219512195,80.5365853658537,79.618,77.387,73.371,50.954,53.883,52.827,55.948,72.361,59.258,71.429,78.072,76.773,73.353512195122,77.788,75.1707317073171,78.3804878048781,57.595,71.438,77.1439024390244,70.265,71.287,73.975,68.402,59.409,79.619512195122,71.3170731707317,52.533,78.3682926829268,66.177,79.1146341463415,78.9439024390244,70.76,61.671,78.4463414634146,70.333,59.111,79.694,53.678,57.586,51.405,54.581,78.8414634146341,73.188,68.0224390243903,68.797,76.504,64.6,81.3780487804878,69.507,74.6139024390244,59.507,72.3,67.413,76.096,64.094,78.1390243902439,69.823,65.643,80.9634146341464,79.6487804878049,79.9829268292683,70.806,72.573,81.76,65.74,55.601,68.2560975609756,62.523,64.954,70.768,77.2146341463415,76.985,60.031,75.593,53.042,71.132,71.771,79.9609756097561,71.373,44.53,72.0609756097561,77.7268292682927,71.2658536585366,81.501,77.206,67.915,67.419,59.491,74.06,74.274,63.745,73.2414634146342,52.893,78.5463414634146,60.98,73.9317317073171,64.208,50.87,61.347,72.1170731707317,48.79,73.796,51.083,75.2707317073171,51.434,48.441,67.217,78.4926829268293,79.390243902439,64.197,58.095,79.1463414634146,74.14,62.843,75.218,72.217,69.924,61.797,74.5975609756098,76.874,69.546,77.219512195122,70.297,71.053,79.703,75.565,71.309756097561,65.0275609756098,53.368,73.628,58.2,59.122,79.0390243902439,67.644,46.963,70.14,50.614,72.4365853658537,50.253,63.166,65.596,73.6048780487805,76.8585365853659,80.0951219512195,43.349,74.148,71.0292682926829,72.414,75.411,48.206,55.639,73.155,65.552,65.746,60.871,69.495,69.729,74.305,72.89,63.631,54.895,50.368,68.2107317073171,75.785,77.0365853658537,67.04,72.352,71.94,73.986,77.5219512195122,72.98,69.276,71.496,74.968,64.541,54.331,48.284,43.393
